Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.81997450000000,0.01410000000000,3.20110000000000,1,Hardware: Independent Flip,0.16910000000000,0.16910000000000,3.19180000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.82325320000000,0.01100000000000,3.27870000000000,1,Hardware: Independent Flip,0.13900000000000,0.13900000000000,3.24860000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.82650330000000,0.01080000000000,3.25010000000000,1,Hardware: Independent Flip,0.13760000000000,0.13760000000000,3.24870000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.82960310000000,0.01020000000000,3.09980000000000,1,Hardware: Independent Flip,0.13450000000000,0.13450000000000,3.09670000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.83279370000000,0.01010000000000,3.19060000000000,1,Hardware: Independent Flip,0.19280000000000,0.19280000000000,3.24890000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.83607490000000,0.01100000000000,3.28120000000000,1,Hardware: Independent Flip,0.14480000000000,0.14480000000000,3.23320000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.83931620000000,0.01780000000000,3.24130000000000,1,Hardware: Independent Flip,0.14570000000000,0.14570000000000,3.24220000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.84240650000000,0.01010000000000,3.09030000000000,1,Hardware: Independent Flip,0.13430000000000,0.13430000000000,3.07890000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.84556000000000,0.01050000000000,3.15350000000000,1,Hardware: Independent Flip,0.13370000000000,0.13370000000000,3.15290000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.84875250000000,0.01120000000000,3.19250000000000,1,Hardware: Independent Flip,0.20750000000000,0.20750000000000,3.26630000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.85206810000000,0.01710000000000,3.31560000000000,1,Hardware: Independent Flip,0.14490000000000,0.14490000000000,3.25300000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.85527360000000,0.01080000000000,3.20550000000000,1,Hardware: Independent Flip,0.13590000000000,0.13590000000000,3.19650000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.85837290000000,0.01040000000000,3.09930000000000,1,Hardware: Independent Flip,0.13350000000000,0.13350000000000,3.09690000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.86141200000000,0.03440000000000,3.03910000000000,1,Hardware: Independent Flip,0.15680000000000,0.15680000000000,3.06240000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.86448990000000,0.01250000000000,3.07790000000000,1,Hardware: Independent Flip,0.15490000000000,0.15490000000000,3.07600000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.86755070000000,0.01130000000000,3.06080000000000,1,Hardware: Independent Flip,0.17960000000000,0.17960000000000,3.08550000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.87059280000000,0.01080000000000,3.04210000000000,1,Hardware: Independent Flip,0.13670000000000,0.13670000000000,2.99920000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.87358670000000,0.01190000000000,2.99390000000000,1,Hardware: Independent Flip,0.13880000000000,0.13880000000000,2.99600000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.87666460000000,0.01070000000000,3.07790000000000,1,Hardware: Independent Flip,0.13420000000000,0.13420000000000,3.07330000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.87968400000000,0.01020000000000,3.01940000000000,1,Hardware: Independent Flip,0.13360000000000,0.13360000000000,3.01880000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.88277110000000,0.01430000000000,3.08710000000000,1,Hardware: Independent Flip,0.20270000000000,0.20270000000000,3.15620000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.88597290000000,0.01090000000000,3.20180000000000,1,Hardware: Independent Flip,0.14110000000000,0.14110000000000,3.14020000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.88911640000000,0.01990000000000,3.14350000000000,1,Hardware: Independent Flip,0.14540000000000,0.14540000000000,3.14780000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.89220960000000,0.01820000000000,3.09320000000000,1,Hardware: Independent Flip,0.14410000000000,0.14410000000000,3.09190000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.89523140000000,0.01030000000000,3.02180000000000,1,Hardware: Independent Flip,0.13380000000000,0.13380000000000,3.01150000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.89832320000000,0.01980000000000,3.09180000000000,1,Hardware: Independent Flip,0.17250000000000,0.17250000000000,3.13050000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.90143920000000,0.01410000000000,3.11600000000000,1,Hardware: Independent Flip,0.18930000000000,0.18930000000000,3.13280000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.90461000000000,0.01270000000000,3.17080000000000,1,Hardware: Independent Flip,0.14000000000000,0.14000000000000,3.12150000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.90767790000000,0.01090000000000,3.06790000000000,1,Hardware: Independent Flip,0.13510000000000,0.13510000000000,3.06300000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.91074550000000,0.01020000000000,3.06760000000000,1,Hardware: Independent Flip,0.13350000000000,0.13350000000000,3.06600000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.91381360000000,0.01450000000000,3.06810000000000,1,Hardware: Independent Flip,0.14510000000000,0.14510000000000,3.07970000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.91702030000000,0.01170000000000,3.20670000000000,1,Hardware: Independent Flip,0.19120000000000,0.19120000000000,3.25280000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.92019400000000,0.01030000000000,3.17370000000000,1,Hardware: Independent Flip,0.13670000000000,0.13670000000000,3.11920000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.92327590000000,0.01020000000000,3.08190000000000,1,Hardware: Independent Flip,0.14510000000000,0.14510000000000,3.09030000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.92634710000000,0.01040000000000,3.07120000000000,1,Hardware: Independent Flip,0.13540000000000,0.13540000000000,3.06150000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.92944750000000,0.01110000000000,3.10040000000000,1,Hardware: Independent Flip,0.14130000000000,0.14130000000000,3.10630000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.93249800000000,0.01050000000000,3.05050000000000,1,Hardware: Independent Flip,0.17970000000000,0.17970000000000,3.08890000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.93566320000000,0.01070000000000,3.16520000000000,1,Hardware: Independent Flip,0.13870000000000,0.13870000000000,3.12420000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.93868460000000,0.01050000000000,3.02140000000000,1,Hardware: Independent Flip,0.13560000000000,0.13560000000000,3.01830000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.94177370000000,0.01020000000000,3.08910000000000,1,Hardware: Independent Flip,0.13380000000000,0.13380000000000,3.08730000000000
pno0001.exe,9444,0x000000000D4B6DE0,D3D9,0,0,0,1.94492060000000,0.01630000000000,3.14690000000000,1,Hardware: Independent Flip,0.18660000000000,0.18660000000000,3.19970000000000
